Lat.,Long.,MAT,MAP,AverageDepth,d15N,[N],[C],C:N,Sand,Silt,Clay,pH,Bulk dens,Elevation,Site,Reference,Data author / contact,Doi of associated publication(s)
Degrees,Degrees,T (C) ,mm,cm,permil,%,%,Ratio,Fraction,Fraction,Fraction,,g cm-3,m asl,,,,
-2.33838,28.74498,,,1,6.77,1.08,9.38,,,,,,,,Montane,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-2.33838,28.74498,,,3,7.09,0.67,6.32,,,,,,,,Montane,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-2.33838,28.74498,,,5,7.29,0.49,4.95,,,,,,,,Montane,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-2.33838,28.74498,,,8,7.62,0.44,4.81,,,,,,,,Montane,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-2.33838,28.74498,,,12.5,7.94,0.45,4.34,,,,,,,,Montane,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-2.33838,28.74498,,,17.5,8.02,0.41,3.88,,,,,,,,Montane,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-2.33838,28.74498,,,25,8.12,0.34,3.29,,,,,,,,Montane,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-2.33838,28.74498,,,40,8.48,0.21,2.04,,,,,,,,Montane,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-2.33838,28.74498,,,75,8.9,0.14,1.27,,,,,,,,Montane,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.211953,27.232771,,,1,2.91,0.4,5.27,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.211953,27.232771,,,3,3.77,0.31,3.83,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.211953,27.232771,,,5,3.88,0.32,3.63,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.211953,27.232771,,,8,4.28,0.22,2.49,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.211953,27.232771,,,12.5,4.55,0.15,1.55,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.211953,27.232771,,,17.5,4.77,0.13,1.22,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.211953,27.232771,,,25,5.01,0.1,0.88,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.211953,27.232771,,,40,4.25,0.08,0.82,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.211953,27.232771,,,75,1.78,0.06,0.62,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.209232,27.234156,,,1,1.35,0.23,3.49,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.209232,27.234156,,,3,1.98,0.15,2.01,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.209232,27.234156,,,5,2.02,0.14,1.75,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.209232,27.234156,,,8,2.68,0.12,1.56,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.209232,27.234156,,,12.5,2.92,0.1,1.08,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.209232,27.234156,,,17.5,3,0.07,0.62,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.209232,27.234156,,,25,3.18,0.07,0.51,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.209232,27.234156,,,40,2.85,0.05,0.41,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.209232,27.234156,,,75,1,0.05,0.3,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.20525,27.236886,,,1,2.71,0.24,3.25,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.20525,27.236886,,,3,3.11,0.2,2.28,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.20525,27.236886,,,5,3.42,0.17,1.84,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.20525,27.236886,,,8,3.6,0.15,1.6,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.20525,27.236886,,,12.5,4,0.12,1.29,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.20525,27.236886,,,17.5,4.31,0.1,0.91,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.20525,27.236886,,,25,4.61,0.09,0.73,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.20525,27.236886,,,40,3.47,0.07,0.56,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.20525,27.236886,,,75,1.37,0.05,0.43,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21237,27.23315,,,1,3.33,0.3,3.88,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21237,27.23315,,,3,3.82,0.24,2.84,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21237,27.23315,,,5,4.56,0.19,2.02,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21237,27.23315,,,8,4.39,0.13,1.35,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21237,27.23315,,,12.5,4.64,0.11,1.03,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21237,27.23315,,,17.5,4.65,0.1,1.01,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21237,27.23315,,,25,5.45,0.09,0.83,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21237,27.23315,,,40,4.39,0.07,0.69,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21237,27.23315,,,75,2.52,0.07,0.6,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21267,27.23298,,,1,2.85,0.47,5.55,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21267,27.23298,,,3,2.89,0.39,4.48,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21267,27.23298,,,5,3.61,0.29,3.11,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21267,27.23298,,,8,3.67,0.21,2.44,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21267,27.23298,,,12.5,3.87,0.14,1.37,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21267,27.23298,,,17.5,4.23,0.12,1.22,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21267,27.23298,,,25,4.51,0.07,0.76,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21267,27.23298,,,40,3.52,0.08,0.74,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21267,27.23298,,,75,2.43,0.06,0.5,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21386,27.23254,,,1,2.75,0.29,4.3,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21386,27.23254,,,3,3.01,0.23,3.22,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21386,27.23254,,,5,3.44,0.18,2.2,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21386,27.23254,,,8,3.41,0.14,1.84,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21386,27.23254,,,12.5,3.92,0.09,1.17,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21386,27.23254,,,17.5,3.74,0.08,0.99,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21386,27.23254,,,25,4.41,0.06,0.74,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21386,27.23254,,,40,3.94,0.05,0.45,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21386,27.23254,,,75,1.89,0.05,0.44,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.212429,27.233587,,,1,3.36,0.58,7.34,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.212429,27.233587,,,3,3.97,0.45,5.33,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.212429,27.233587,,,5,4.64,0.36,4.34,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.212429,27.233587,,,8,5.12,0.3,3.79,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.212429,27.233587,,,12.5,5.01,0.21,2.84,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.212429,27.233587,,,17.5,4.96,0.17,2.43,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.212429,27.233587,,,25,5.01,0.13,1.77,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.212429,27.233587,,,40,4.43,0.08,1.03,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.212429,27.233587,,,75,3.73,0.09,0.98,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21221,27.23405,,,1,2.07,0.41,6.14,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21221,27.23405,,,3,3.04,0.34,4.94,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21221,27.23405,,,5,3.43,0.27,3.72,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21221,27.23405,,,8,3.95,0.19,2.47,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21221,27.23405,,,12.5,4.09,0.08,1.23,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21221,27.23405,,,17.5,5.22,0.07,0.99,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21221,27.23405,,,25,4.75,0.06,0.77,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21221,27.23405,,,40,2.8,0.05,0.91,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21221,27.23405,,,75,2.22,0.04,0.28,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21187,27.23485,,,1,2.75,0.24,3.75,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21187,27.23485,,,3,4.03,0.2,2.81,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21187,27.23485,,,5,4.14,0.16,2.43,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21187,27.23485,,,8,4.32,0.13,2.05,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21187,27.23485,,,12.5,3.81,0.09,1.56,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21187,27.23485,,,17.5,4.04,0.08,1.29,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21187,27.23485,,,40,1.93,0.05,0.91,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
-11.21187,27.23485,,,75,2.84,0.04,0.29,,,,,,,,Miombo,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29334,25.2952,,,1,7.13,0.28,2.13,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29334,25.2952,,,3,7.42,0.22,1.54,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29334,25.2952,,,5,7.63,0.2,1.38,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29334,25.2952,,,8,7.94,0.19,1.27,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29334,25.2952,,,12.5,7.54,0.2,1.29,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29334,25.2952,,,17.5,7.99,0.17,1.17,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29334,25.2952,,,25,7.68,0.17,1.08,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29334,25.2952,,,40,7.66,0.15,0.9,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29334,25.2952,,,75,7.55,0.11,0.48,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29343,25.29532,,,1,5.95,0.36,3.51,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29343,25.29532,,,3,7.33,0.27,2.07,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29343,25.29532,,,5,7.58,0.22,1.58,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29343,25.29532,,,8,8.11,0.2,1.34,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29343,25.29532,,,12.5,8.16,0.19,1.24,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29343,25.29532,,,17.5,7.7,0.17,1.04,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29343,25.29532,,,25,7.57,0.16,0.98,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29343,25.29532,,,40,7.25,0.15,0.85,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29343,25.29532,,,75,5.82,0.24,3.44,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29351,25.29546,,,1,5.17,0.33,3.57,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29351,25.29546,,,3,7.03,0.22,1.91,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29351,25.29546,,,5,7.65,0.19,1.56,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29351,25.29546,,,8,7.91,0.18,1.48,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29351,25.29546,,,12.5,8,0.17,1.36,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29351,25.29546,,,17.5,8.35,0.16,1.22,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29351,25.29546,,,25,8.09,0.16,1.19,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29351,25.29546,,,40,7.65,0.13,0.94,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29351,25.29546,,,75,7.05,0.11,0.75,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29258,25.29536,,,1,5.45,0.51,4.92,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29258,25.29536,,,3,6.8,0.31,2.64,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29258,25.29536,,,5,7.22,0.29,2.32,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29258,25.29536,,,8,7.24,0.23,1.75,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29258,25.29536,,,12.5,7.7,0.23,1.79,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29258,25.29536,,,17.5,8.06,0.22,1.58,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29258,25.29536,,,25,7.58,0.19,1.37,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29258,25.29536,,,40,7.15,0.13,0.9,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29258,25.29536,,,75,6.94,0.1,0.72,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.2928,25.29496,,,1,6.62,0.41,3.62,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.2928,25.29496,,,3,7.79,0.33,2.73,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.2928,25.29496,,,5,8.28,0.27,2.14,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.2928,25.29496,,,8,8.53,0.25,1.9,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.2928,25.29496,,,12.5,8.32,0.2,1.5,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.2928,25.29496,,,17.5,8.29,0.18,1.32,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.2928,25.29496,,,25,8.05,0.17,1.27,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.2928,25.29496,,,40,6.92,0.12,0.88,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.2928,25.29496,,,75,6.44,0.13,1.04,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.293,25.295,,,1,6.44,0.49,4.32,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.293,25.295,,,3,7.83,0.35,2.97,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.293,25.295,,,5,8.36,0.26,1.93,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.293,25.295,,,8,8.53,0.23,1.69,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.293,25.295,,,12.5,8.25,0.18,1.34,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.293,25.295,,,17.5,7.75,0.17,1.22,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.293,25.295,,,25,7.61,0.16,1.14,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.293,25.295,,,40,7.32,0.15,1.08,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.293,25.295,,,75,6.65,0.11,0.84,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29048,25.29567,,,1,6.68,0.49,4.55,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29048,25.29567,,,3,7.87,0.35,2.93,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29048,25.29567,,,5,8.51,0.29,2.26,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29048,25.29567,,,8,8.54,0.21,1.62,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29048,25.29567,,,12.5,8.82,0.18,1.34,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29048,25.29567,,,17.5,8.7,0.16,1.18,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29048,25.29567,,,25,8.09,0.12,0.81,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29048,25.29567,,,40,7.36,0.07,0.51,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29048,25.29567,,,75,7.08,0.06,0.37,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29031,25.29551,,,1,6.86,0.64,5.74,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29031,25.29551,,,3,7.86,0.43,3.65,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29031,25.29551,,,5,8.02,0.38,3.35,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29031,25.29551,,,8,8.7,0.31,2.52,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29031,25.29551,,,12.5,8.72,0.27,2.11,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29031,25.29551,,,17.5,8.9,0.22,1.61,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29031,25.29551,,,25,8.51,0.19,1.42,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29031,25.29551,,,40,7.84,0.14,1.02,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29031,25.29551,,,75,7.26,0.09,0.61,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29023,25.29564,,,1,7.52,0.45,3.92,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29023,25.29564,,,3,8.46,0.31,2.46,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29023,25.29564,,,5,8.9,0.27,2,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29023,25.29564,,,8,8.48,0.23,1.66,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29023,25.29564,,,12.5,8.21,0.21,1.48,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29023,25.29564,,,17.5,7.8,0.17,1.24,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29023,25.29564,,,25,7.68,0.17,1.23,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29023,25.29564,,,40,7.03,0.13,0.96,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
0.29023,25.29564,,,75,6.45,0.11,0.76,,,,,,,,Lowland,9,S. Baumgartner,﻿10.5194/bg-17-6207-2020
